head	rel	tail	score
TCMsymptom::Yi Ji	Symptom::Disease	Disease::MESH:D008881	-0.216069534
TCMsymptom::Chi Ken Zhong Tong	Symptom::Disease	Disease::MESH:D008881	-0.33509028
TCMsymptom::Yong Ju Zhong Tong	Symptom::Disease	Disease::MESH:D008881	-0.409823
TCMsymptom::Sao Yang Ming Xian	Symptom::Disease	Disease::MESH:D008881	-0.174427256
TCMsymptom::Mu Se Tong	Symptom::Disease	Disease::MESH:D008881	-0.124216609
TCMsymptom::Zhi Ti Chen Zhong	Symptom::Disease	Disease::MESH:D006973	-0.244918555
TCMsymptom::Zhi Ti Suan Zhong	Symptom::Disease	Disease::MESH:D006973	-0.216906816
TCMsymptom::Tou Yong	Syndrome::Symptom	Disease::MESH:D006973	-0.079392947
TCMsymptom::Zhi Ti Xiong Tong	Symptom::Disease	Disease::MESH:D006958	-0.537837327
TCMsymptom::She Sheng Chuang	Symptom::Disease	Disease::MESH:D006933	-0.140782684
TCMsymptom::E Xin	Symptom::Disease	Disease::MESH:D006933	-0.007216201
TCMsymptom::Gan Qu Zhang Tong	Symptom::Disease	Disease::MESH:D006933	-0.084667824
TCMsymptom::Mu Fa Huang	Symptom::Disease	Disease::MESH:D006933	-0.291640401
TCMsymptom::Niao Se Pian Huang	Symptom::Disease	Disease::MESH:D006933	-0.090526536
TCMsymptom::Nong Pao	Symptom::Disease	Disease::MESH:D006933	-0.254430979
TCMsymptom::Shi Re Du Xie Ju Jie Ji Fu	Symptom::Disease	Disease::MESH:D006933	-0.352103651
TCMsymptom::Xiao Bian Tong	Symptom::Disease	Disease::MESH:D006933	-0.307626992
TCMsymptom::Xiong Ge Pi Men	Symptom::Disease	Disease::MESH:D006933	-0.232371718
TCMsymptom::Xiong Xie Pi Men	Symptom::Disease	Disease::MESH:D006933	-0.230242833
TCMsymptom::Xiao Er Liang Ti	Symptom::Disease	Disease::MESH:D006933	-0.387805253
TCMsymptom::Dao Han	Symptom::Disease	Disease::MESH:D006933	-0.171475694
TCMsymptom::Chi Lv Hong Ban	Symptom::Disease	Disease::MESH:D006933	-0.191383108
TCMsymptom::Mu Chi Hun Hua	Symptom::Disease	Disease::MESH:D006933	-0.088075198
TCMsymptom::Yan Tong	Symptom::Disease	Disease::MESH:D006933	-0.493900985
TCMsymptom::Mu Se Tong	Symptom::Disease	Disease::MESH:D006933	-0.327572942
TCMsymptom::Kou Sheng Chuang	Syndrome::Symptom	Disease::MESH:D006502	-0.376995534
TCMsymptom::Lin Zhuo	Symptom::Disease	Disease::MESH:D006502	-0.129124865
TCMsymptom::Liu Nong Ti	Symptom::Disease	Disease::MESH:D006502	-0.076875888
TCMsymptom::Mao Fa You Ni	Syndrome::Symptom	Disease::MESH:D006502	-0.130957693
TCMsymptom::Na Cha	Symptom::Disease	Disease::MESH:D006502	-0.341954917
TCMsymptom::Pi Man	Syndrome::Symptom	Disease::MESH:D006502	-0.234317645
TCMsymptom::Qian Biao Nong Pao	Syndrome::Symptom	Disease::MESH:D006502	-0.14762415
TCMsymptom::Re Bi Teng Tong	Syndrome::Symptom	Disease::MESH:D006502	-0.082243346
TCMsymptom::Re Lin Zheng	Syndrome::Symptom	Disease::MESH:D006502	-0.238083586
TCMsymptom::She Pang	Syndrome::Symptom	Disease::MESH:D006502	-0.066511922
TCMsymptom::Shen Kun Zhong	Syndrome::Symptom	Disease::MESH:D006502	-0.157446548
TCMsymptom::Shen Re	Syndrome::Symptom	Disease::MESH:D006502	-0.183275908
TCMsymptom::Shi Bi Ju Luan	Syndrome::Symptom	Disease::MESH:D006502	-0.082540445
TCMsymptom::Sou Tong	Syndrome::Symptom	Disease::MESH:D006502	-0.219947726
TCMsymptom::Xiao Bian Lin Zhuo	Symptom::Disease	Disease::MESH:D006502	-0.149948865
TCMsymptom::Xiao Er Ji Liang	Syndrome::Symptom	Disease::MESH:D006502	-0.523795962
TCMsymptom::Xie Xie	Symptom::Disease	Disease::MESH:D006502	-0.134316593
TCMsymptom::Xiong Guan Zhang Men	Syndrome::Symptom	Disease::MESH:D006502	-0.25611645
TCMsymptom::Xiong Zhong Men Tong	Symptom::Disease	Disease::MESH:D006502	-0.224104941
TCMsymptom::Xie Niao	Syndrome::Symptom	Disease::MESH:D006502	-0.256965965
TCMsymptom::Zhuo Tong	Syndrome::Symptom	Disease::MESH:D006502	-0.136445776
TCMsymptom::Zu Xi Hong Zhong Re Tong	Syndrome::Symptom	Disease::MESH:D006502	-0.168591246
TCMsymptom::Xiao Er Man Liang	Syndrome::Symptom	Disease::MESH:D006502	-0.194172159
TCMsymptom::Lei Feng Shi Xing Guan Jie Yan	Symptom::Disease	Disease::MESH:D006502	-0.034250688
TCMsymptom::Zhi Ti Zhong	Syndrome::Symptom	Disease::MESH:D006502	-0.10340254
TCMsymptom::Nong Shui Lin Li	Syndrome::Symptom	Disease::MESH:D006502	-0.234801471
TCMsymptom::Guan Fu Pi Man Zhang Tong	Syndrome::Symptom	Disease::MESH:D006502	-0.512943387
TCMsymptom::Xi Suan Ruan	Syndrome::Symptom	Disease::MESH:D006502	-0.161059216
TCMsymptom::Xie Li	Syndrome::Symptom	Disease::MESH:D006502	-0.289741904
TCMsymptom::Chi Bai Dai Xia	Syndrome::Symptom	Disease::MESH:D006502	-0.21363391
TCMsymptom::Shen Huang	Syndrome::Symptom	Disease::MESH:D006502	-0.15385592
TCMsymptom::Li Ji Hou Zhong	Syndrome::Symptom	Disease::MESH:D006502	-0.339118421
TCMsymptom::Bian Jie	Syndrome::Symptom	Disease::MESH:D006502	-0.036401119
TCMsymptom::Da Bian Gan Zao	Syndrome::Symptom	Disease::MESH:D006502	-0.269167542
TCMsymptom::Kou Bi Sheng Chuang	Syndrome::Symptom	Disease::MESH:D006502	-0.172624186
TCMsymptom::Ru Fang Zhong Kuai	Syndrome::Symptom	Disease::MESH:D006502	-0.093128286
TCMsymptom::Ru Yong	Syndrome::Symptom	Disease::MESH:D006502	-0.050874036
TCMsymptom::Dao Han	Symptom::Disease	Disease::MESH:D006502	-0.152845964
TCMsymptom::Wu Xin Fan Re	Syndrome::Symptom	Disease::MESH:D006502	-0.033242479
TCMsymptom::Xiao Shou	Syndrome::Symptom	Disease::MESH:D006502	-0.318027318
TCMsymptom::Bian Bi	Symptom::Disease	Disease::MESH:D006502	-0.188909858
TCMsymptom::Jian Xian Chi Lan	Syndrome::Symptom	Disease::MESH:D006502	-0.330015421
TCMsymptom::Ren Shen Lou Xie	Syndrome::Symptom	Disease::MESH:D006502	-0.103154741
TCMsymptom::Ren Shen Tai Lou	Syndrome::Symptom	Disease::MESH:D006502	-0.492379665
TCMsymptom::Sai Xian Yan Zhong Tong	Syndrome::Symptom	Disease::MESH:D006502	-0.194153324
TCMsymptom::Tai Lou	Syndrome::Symptom	Disease::MESH:D006502	-0.444998205
TCMsymptom::Yong Ju Ding Du	Syndrome::Symptom	Disease::MESH:D006502	-0.558664858
TCMsymptom::Yong Ju Zhong Du	Syndrome::Symptom	Disease::MESH:D006502	-0.179740205
TCMsymptom::Yong Chuang Zhong Du	Syndrome::Symptom	Disease::MESH:D006502	-0.084766455
TCMsymptom::Lian Chuang	Syndrome::Symptom	Disease::MESH:D006502	-0.583563983
TCMsymptom::Hou Yang	Syndrome::Symptom	Disease::MESH:D006502	-0.520308375
TCMsymptom::Liu Zhuo Ti	Syndrome::Symptom	Disease::MESH:D006502	-0.27301234
TCMsymptom::Mu An Hun Hua	Syndrome::Symptom	Disease::MESH:D006502	-0.167519614
TCMsymptom::Mu Sheng Yun Yi	Syndrome::Symptom	Disease::MESH:D006502	-0.601328313
TCMsymptom::Yan Bu Zhong Tong	Syndrome::Symptom	Disease::MESH:D006502	-0.236981094
TCMsymptom::Yan Hou Yang	Syndrome::Symptom	Disease::MESH:D006502	-0.178371727
TCMsymptom::Yan Bian Ci Yang	Symptom::Disease	Disease::MESH:D006502	-0.360561073
TCMsymptom::Yan Sheng Yi Mo	Syndrome::Symptom	Disease::MESH:D006502	-0.055196308
TCMsymptom::Yang	Syndrome::Symptom	Disease::MESH:D006502	-0.025778815
TCMsymptom::Zhuo Ti Chou Qi	Symptom::Disease	Disease::MESH:D006502	-0.031020876
TCMsymptom::Zhuo Ti Chou Qi	Syndrome::Symptom	Disease::MESH:D006502	-0.042829603
TCMsymptom::Yan Hou Gan Tong	Syndrome::Symptom	Disease::MESH:D006502	-0.04626425
TCMsymptom::Ya Ken Teng Tong	Syndrome::Symptom	Disease::MESH:D006502	-0.032611553
TCMsymptom::Mu An	Syndrome::Symptom	Disease::MESH:D006502	-0.203301907
TCMsymptom::Xie Re Tu Niu	Symptom::Disease	Disease::MESH:D006333	-0.240649283
TCMsymptom::Shen Mu Fa Huang	Syndrome::Symptom	Disease::MESH:D006333	-0.096351273
TCMsymptom::Tu Nong	Syndrome::Symptom	Disease::MESH:D006333	-0.102787368
TCMsymptom::Shi Bi Bing	Syndrome::Symptom	Disease::MESH:D006333	-0.482699424
TCMsymptom::Huang Ju	Symptom::Disease	Disease::MESH:D006333	-0.277682632
TCMsymptom::Bi Liu Zhuo Ti	Symptom::Disease	Disease::MESH:D006333	-0.189317212
TCMsymptom::Zhi Chuang Zhong	Syndrome::TCMsymptom	Disease::MESH:D006014	-0.013615345
TCMsymptom::Lei Feng Shi Xing Guan Jie Yan	Symptom::Disease	Disease::MESH:D005891	-0.049813498
TCMsymptom::Bu Mei	Syndrome::Symptom	Disease::MESH:D005693	-0.528393388
TCMsymptom::Mian Hong	Syndrome::Symptom	Disease::MESH:D005693	-0.364408672
TCMsymptom::She Hong	Syndrome::Symptom	Disease::MESH:D005693	-0.051502027
TCMsymptom::She Jian Hong	Syndrome::Symptom	Disease::MESH:D005693	-0.116328217
TCMsymptom::Xiao Bian Chi Se	Syndrome::Symptom	Disease::MESH:D005693	-0.06589023
TCMsymptom::Ye Liang	Syndrome::Symptom	Disease::MESH:D005693	-0.212120444
TCMsymptom::Ye Ti	Syndrome::Symptom	Disease::MESH:D005693	-0.259954482
TCMsymptom::Zhi Ti Xiong Tong	Syndrome::Symptom	Disease::MESH:D005693	-0.311114669
TCMsymptom::Fu Ren Zang Zao	Syndrome::Symptom	Disease::MESH:D005693	-0.192375347
TCMsymptom::Xie Re Fa Ban	Syndrome::Symptom	Disease::MESH:D005693	-0.037430435
TCMsymptom::Xie Re Fa Zhen	Syndrome::Symptom	Disease::MESH:D005693	-0.184487745
TCMsymptom::Bian Huang Er Nian	Syndrome::Symptom	Disease::MESH:D005693	-0.057344183
TCMsymptom::Bu Xi Re Yin	Syndrome::Symptom	Disease::MESH:D005693	-0.313108742
TCMsymptom::E Xin	Syndrome::Symptom	Disease::MESH:D005693	-0.121404737
TCMsymptom::Er Xia Zhong Tong	Syndrome::Symptom	Disease::MESH:D005693	-0.119009607
TCMsymptom::Fu Zhang Man	Syndrome::Symptom	Disease::MESH:D005693	-0.133858606
TCMsymptom::Kou Ku	Syndrome::Symptom	Disease::MESH:D005693	-0.061422341
TCMsymptom::Kou She Zhong Tong	Syndrome::Symptom	Disease::MESH:D005693	-0.50964129
TCMsymptom::Lin Zhuo	Syndrome::Symptom	Disease::MESH:D005693	-0.059370439
TCMsymptom::Liu Huang Chou Ti	Syndrome::Symptom	Disease::MESH:D005693	-0.024535323
TCMsymptom::Liu Nong Ti	Symptom::Disease	Disease::MESH:D005693	-0.040658101
TCMsymptom::Na Cha	Syndrome::Symptom	Disease::MESH:D005693	-0.360660255
TCMsymptom::Niao Dao Zhuo Re	Syndrome::Symptom	Disease::MESH:D005693	-0.079563767
TCMsymptom::Niao Huang Ru Cha	Syndrome::Symptom	Disease::MESH:D005693	-0.061681513
TCMsymptom::Niao Hun Zhuo	Syndrome::Symptom	Disease::MESH:D005693	-0.173648342
TCMsymptom::Nong Shui	Syndrome::Symptom	Disease::MESH:D005693	-0.327287078
TCMsymptom::Nong Tan	Syndrome::Symptom	Disease::MESH:D005693	-0.154003844
TCMsymptom::Pi Fu Kui Yang	Syndrome::Symptom	Disease::MESH:D005693	-0.03544496
TCMsymptom::Pi Fu Nian Mo Po Kui	Syndrome::Symptom	Disease::MESH:D005693	-0.010217
TCMsymptom::Qian Biao Nong Pao	Syndrome::Symptom	Disease::MESH:D005693	-0.057474848
TCMsymptom::Re Bi Teng Tong	Syndrome::Symptom	Disease::MESH:D005693	-0.098897763
TCMsymptom::Re Lin Zheng	Syndrome::Symptom	Disease::MESH:D005693	-0.287774265
TCMsymptom::She Hong Tai Huang Ni	Syndrome::Symptom	Disease::MESH:D005693	-0.195049837
TCMsymptom::She Ti Pang Da	Syndrome::Symptom	Disease::MESH:D005693	-0.16944018
TCMsymptom::Shen Re	Syndrome::Symptom	Disease::MESH:D005693	-0.236430734
TCMsymptom::Shi Bi Ju Luan	Syndrome::Symptom	Disease::MESH:D005693	-0.072577409
TCMsymptom::Shi Chuang Nong Shui Jin Yin	Syndrome::Symptom	Disease::MESH:D005693	-0.233798236
TCMsymptom::Shi Re Xia Zhu	Syndrome::Symptom	Disease::MESH:D005693	-0.339524716
TCMsymptom::Shi Lin	Syndrome::Symptom	Disease::MESH:D005693	-0.18534258
TCMsymptom::Tou Tong Ru Guo	Syndrome::Symptom	Disease::MESH:D005693	-0.147519484
TCMsymptom::Tou Zhong	Syndrome::Symptom	Disease::MESH:D005693	-0.20624122
TCMsymptom::Wai Yin Hong Zhong	Syndrome::Symptom	Disease::MESH:D005693	-0.090327844
TCMsymptom::Guan Pi	Syndrome::Symptom	Disease::MESH:D005693	-0.198645696
TCMsymptom::Xi Suan Tong	Syndrome::Symptom	Disease::MESH:D005693	-0.039136145
TCMsymptom::Xia Li Chou Hui	Syndrome::Symptom	Disease::MESH:D005693	-0.240081251
TCMsymptom::Xia Li Nong Xie	Syndrome::Symptom	Disease::MESH:D005693	-0.232654944
TCMsymptom::Xia Li Nong Xie	Symptom::Disease	Disease::MESH:D005693	-0.38812384
TCMsymptom::Xia Zhi Chen Zhong	Syndrome::Symptom	Disease::MESH:D005693	-0.232481256
TCMsymptom::Xiao Bian Bai Zhuo	Syndrome::Symptom	Disease::MESH:D005693	-0.071288191
TCMsymptom::Xiao Bian Huang	Syndrome::Symptom	Disease::MESH:D005693	-0.187773854
TCMsymptom::Xiao Fu Man	Syndrome::Symptom	Disease::MESH:D005693	-0.065029807
TCMsymptom::Xiao Fu Zhang Tong	Syndrome::Symptom	Disease::MESH:D005693	-0.105271615
TCMsymptom::Xiong Ge Pi Man	Syndrome::Symptom	Disease::MESH:D005693	-0.342675716
TCMsymptom::Xiong Ge Pi Sai	Syndrome::Symptom	Disease::MESH:D005693	-0.330496192
TCMsymptom::Xiong Man Yu Men	Syndrome::Symptom	Disease::MESH:D005693	-0.269512355
TCMsymptom::Xiong Pi	Syndrome::Symptom	Disease::MESH:D005693	-0.290805757
TCMsymptom::Xiong Guan Man Men	Syndrome::Symptom	Disease::MESH:D005693	-0.073228002
TCMsymptom::Xiong Xie Zhang Tong	Syndrome::Symptom	Disease::MESH:D005693	-0.096252456
TCMsymptom::Xiong Zhang Man	Syndrome::Symptom	Disease::MESH:D005693	-0.120545641
TCMsymptom::Xiong Zhong Man Men	Syndrome::Symptom	Disease::MESH:D005693	-0.028200135
TCMsymptom::Xiong Zhong Men Re	Syndrome::Symptom	Disease::MESH:D005693	-0.102563299
TCMsymptom::Xie Niao	Syndrome::Symptom	Disease::MESH:D005693	-0.169631124
TCMsymptom::Yin Yang	Syndrome::Symptom	Disease::MESH:D005693	-0.229492888
TCMsymptom::Yue Jing Liang Duo    Wei Chou	Syndrome::Symptom	Disease::MESH:D005693	-0.43987456
TCMsymptom::Zhang Tong	Syndrome::Symptom	Disease::MESH:D005693	-0.107445426
TCMsymptom::Zhi Ti Chen Zhong	Syndrome::Symptom	Disease::MESH:D005693	-0.290114909
TCMsymptom::Zu Xi Hong Zhong Re Tong	Syndrome::Symptom	Disease::MESH:D005693	-0.038316589
TCMsymptom::Er Bian Bu Li	Symptom::Disease	Disease::MESH:D005693	-0.336739153
TCMsymptom::Xiao Er Ji Liang Feng	Syndrome::Symptom	Disease::MESH:D005693	-0.386668801
TCMsymptom::Xiao Er Liang Ti	Syndrome::Symptom	Disease::MESH:D005693	-0.183614984
TCMsymptom::Xiao Er Liang Xian	Syndrome::Symptom	Disease::MESH:D005693	-0.227422133
TCMsymptom::Xiao Er Liang Feng	Syndrome::Symptom	Disease::MESH:D005693	-0.060190085
TCMsymptom::Xiao Er Man Liang	Syndrome::Symptom	Disease::MESH:D005693	-0.186544657
TCMsymptom::Dai Xia Se Chi	Syndrome::Symptom	Disease::MESH:D005693	-0.279343009
TCMsymptom::Dai Xia Yin Yang	Syndrome::Symptom	Disease::MESH:D005693	-0.061273932
TCMsymptom::Shi Bi	Syndrome::Symptom	Disease::MESH:D005693	-0.098216452
TCMsymptom::Shi Bi Bing	Syndrome::Symptom	Disease::MESH:D005693	-0.519934177
TCMsymptom::Nong Shui Lin Li	Syndrome::Symptom	Disease::MESH:D005693	-0.075717196
TCMsymptom::Xie Lin Se Tong	Syndrome::Symptom	Disease::MESH:D005693	-0.156722054
TCMsymptom::Chi Bai Dai Xia	Syndrome::Symptom	Disease::MESH:D005693	-0.149910092
TCMsymptom::Cao Za	Syndrome::Symptom	Disease::MESH:D005693	-0.334632695
TCMsymptom::Cao Za Ou Tu	Syndrome::Symptom	Disease::MESH:D005693	-0.053547245
TCMsymptom::Mian Huang	Symptom::Disease	Disease::MESH:D005693	-0.413135976
TCMsymptom::Shen Huang	Syndrome::Symptom	Disease::MESH:D005693	-0.188046694
TCMsymptom::Kou Ke	Syndrome::Symptom	Disease::MESH:D005693	-0.29097864
TCMsymptom::Li Ji Hou Zhong	Syndrome::Symptom	Disease::MESH:D005693	-0.036571
TCMsymptom::Bian Gan	Syndrome::Symptom	Disease::MESH:D005693	-0.203481495
TCMsymptom::Bian Jie	Syndrome::Symptom	Disease::MESH:D005693	-0.14434509
TCMsymptom::Da Bian Chu Xie	Syndrome::Symptom	Disease::MESH:D005693	-0.102270678
TCMsymptom::Duo Shi	Syndrome::Symptom	Disease::MESH:D005693	-0.320481777
TCMsymptom::Duo Yin	Syndrome::Symptom	Disease::MESH:D005693	-0.235518336
TCMsymptom::E Ni	Syndrome::Symptom	Disease::MESH:D005693	-0.00772193
TCMsymptom::Qu Chi Teng Tong	Syndrome::Symptom	Disease::MESH:D005693	-0.503773689
TCMsymptom::Ru Fang Zhong Kuai	Syndrome::Symptom	Disease::MESH:D005693	-0.122309089
TCMsymptom::Ru Fang Zhong Tong	Syndrome::Symptom	Disease::MESH:D005693	-0.282713562
TCMsymptom::Ru Pi	Symptom::Disease	Disease::MESH:D005693	-0.32483092
TCMsymptom::Wei Chang Ji Re	Syndrome::Symptom	Disease::MESH:D005693	-0.293223709
TCMsymptom::Wei Suan Guo Duo	Syndrome::Symptom	Disease::MESH:D005693	-0.148199201
TCMsymptom::Wei Guan Bu Shu	Syndrome::Symptom	Disease::MESH:D005693	-0.2954247
TCMsymptom::Wei Guan Cao Za Bu Shi	Syndrome::Symptom	Disease::MESH:D005693	-0.274255097
TCMsymptom::Yi Ji	Syndrome::Symptom	Disease::MESH:D005693	-0.242089316
TCMsymptom::Wei Huo Ya Tong	Syndrome::Symptom	Disease::MESH:D005693	-0.243601218
TCMsymptom::Wu Xin Fan Re	Syndrome::Symptom	Disease::MESH:D005693	-0.024154402
TCMsymptom::Xiao Shou	Syndrome::Symptom	Disease::MESH:D005693	-0.404334873
TCMsymptom::Xing Ti Xiao Shou	Syndrome::Symptom	Disease::MESH:D005693	-0.057119433
TCMsymptom::Bao Fa Huo Yan	Syndrome::Symptom	Disease::MESH:D005693	-0.368063599
TCMsymptom::Bian Bi	Symptom::Disease	Disease::MESH:D005693	-0.21723859
TCMsymptom::Bian Xie	Syndrome::Symptom	Disease::MESH:D005693	-0.067207642
TCMsymptom::Chang Feng Xia Xie	Syndrome::Symptom	Disease::MESH:D005693	-0.206349999
TCMsymptom::Chi Bi Nv Xie	Syndrome::Symptom	Disease::MESH:D005693	-0.404454619
TCMsymptom::Chi Lv Hong Ban	Syndrome::Symptom	Disease::MESH:D005693	-0.236602753
TCMsymptom::E Chuang	Syndrome::Symptom	Disease::MESH:D005693	-0.096829288
TCMsymptom::Fei Zhen Xian Hong	Syndrome::Symptom	Disease::MESH:D005693	-0.182860225
TCMsymptom::Fu Rou Bu Qu	Syndrome::Symptom	Disease::MESH:D005693	-0.178938359
TCMsymptom::Hong Re	Syndrome::Symptom	Disease::MESH:D005693	-0.421347886
TCMsymptom::Jian Xian Chi Lan	Syndrome::Symptom	Disease::MESH:D005693	-0.266821146
TCMsymptom::Ke Xie	Syndrome::Symptom	Disease::MESH:D005693	-0.182340577
TCMsymptom::Liang Sai Tong	Syndrome::Symptom	Disease::MESH:D005693	-0.482926607
TCMsymptom::Liang Sai Zhong	Syndrome::Symptom	Disease::MESH:D005693	-0.230183348
TCMsymptom::Liang Sai Zhong Tong	Syndrome::Symptom	Disease::MESH:D005693	-0.261964053
TCMsymptom::Niao Xie	Syndrome::Symptom	Disease::MESH:D005693	-0.072946325
TCMsymptom::Niao Xie Xie Se Xian Hong	Syndrome::Symptom	Disease::MESH:D005693	-0.157207564
TCMsymptom::Ren Shen Tai Lou	Syndrome::Symptom	Disease::MESH:D005693	-0.327746451
TCMsymptom::Sai Xian Yan Zhong Tong	Syndrome::Symptom	Disease::MESH:D005693	-0.043497484
TCMsymptom::Sai Zhong	Syndrome::Symptom	Disease::MESH:D005693	-0.31781143
TCMsymptom::She An Hong	Syndrome::Symptom	Disease::MESH:D005693	-0.058087263
TCMsymptom::She Chi	Syndrome::Symptom	Disease::MESH:D005693	-0.032636125
TCMsymptom::Tai Lou	Syndrome::Symptom	Disease::MESH:D005693	-0.548879325
TCMsymptom::Yong Ju Bu Kui	Syndrome::Symptom	Disease::MESH:D005693	-0.400004804
TCMsymptom::Yong Ju Ding Du	Syndrome::Symptom	Disease::MESH:D005693	-0.415053159
TCMsymptom::Yong Ju Zhong Du	Syndrome::Symptom	Disease::MESH:D005693	-0.171807393
TCMsymptom::Yong Ju Zhong Tong	Syndrome::Symptom	Disease::MESH:D005693	-0.496448845
TCMsymptom::Yong Zhong	Syndrome::Symptom	Disease::MESH:D005693	-0.064388126
TCMsymptom::Yue Jing Ti Qian	Syndrome::Symptom	Disease::MESH:D005693	-0.150427476
TCMsymptom::Zhi Chuang Chu Xie	Syndrome::Symptom	Disease::MESH:D005693	-0.042565376
TCMsymptom::Zhi Chuang Tong	Syndrome::Symptom	Disease::MESH:D005693	-0.158255592
TCMsymptom::Zhi Chuang Zhong Tong	Syndrome::Symptom	Disease::MESH:D005693	-0.188677296
TCMsymptom::Er Bian Bu Tong	Syndrome::Symptom	Disease::MESH:D005693	-0.278438509
TCMsymptom::Tian Pao Chuang	Syndrome::Symptom	Disease::MESH:D005693	-0.386176705
TCMsymptom::E Lu Bu Jin	Syndrome::Symptom	Disease::MESH:D005693	-0.065261208
TCMsymptom::E Lu Bu Xing	Syndrome::Symptom	Disease::MESH:D005693	-0.561255932
TCMsymptom::Xin Zhong	Syndrome::Symptom	Disease::MESH:D005693	-0.227248505
TCMsymptom::Liao Chuang	Syndrome::Symptom	Disease::MESH:D005693	-0.365178078
TCMsymptom::Yong Zhong Ding Chuang	Syndrome::Symptom	Disease::MESH:D005693	-0.084006555
TCMsymptom::Zhi Zhong Chu Xie	Syndrome::Symptom	Disease::MESH:D005693	-0.294711977
TCMsymptom::Fei Zi	Syndrome::Symptom	Disease::MESH:D005693	-0.137380287
TCMsymptom::Hong Zhen	Syndrome::Symptom	Disease::MESH:D005693	-0.09740591
TCMsymptom::Chang Yong	Syndrome::Symptom	Disease::MESH:D005693	-0.027839731
TCMsymptom::Lian Chuang	Syndrome::Symptom	Disease::MESH:D005693	-0.541172564
TCMsymptom::Bi Liu Zhuo Ti	Syndrome::Symptom	Disease::MESH:D005693	-0.23102358
TCMsymptom::Feng Zhen Fa Hong	Syndrome::Symptom	Disease::MESH:D005693	-0.401438802
TCMsymptom::Ge Tan Se Huang	Syndrome::Symptom	Disease::MESH:D005693	-0.165469274
TCMsymptom::Hou Yang	Syndrome::Symptom	Disease::MESH:D005693	-0.378051668
TCMsymptom::Liu Huang Zhuo Ti	Syndrome::Symptom	Disease::MESH:D005693	-0.116333187
TCMsymptom::Liu Zhuo Ti	Syndrome::Symptom	Disease::MESH:D005693	-0.19309999
TCMsymptom::Mu An Bu Ming	Syndrome::Symptom	Disease::MESH:D005693	-0.292487174
TCMsymptom::Mu Hua	Syndrome::Symptom	Disease::MESH:D005693	-0.496738017
TCMsymptom::Mu Sheng Yun Yi	Syndrome::Symptom	Disease::MESH:D005693	-0.402782172
TCMsymptom::Mu Yang	Syndrome::Symptom	Disease::MESH:D005693	-0.262442827
TCMsymptom::Sao Yang	Syndrome::Symptom	Disease::MESH:D005693	-0.221806705
TCMsymptom::Sao Yang Nan Ren	Syndrome::Symptom	Disease::MESH:D005693	-0.469590038
TCMsymptom::Tuo Xie	Syndrome::Symptom	Disease::MESH:D005693	-0.113441803
TCMsymptom::Ya Ken Zhong Tong	Syndrome::Symptom	Disease::MESH:D005693	-0.287302464
TCMsymptom::Yan Bu Bu Shi	Syndrome::Symptom	Disease::MESH:D005693	-0.30208838
TCMsymptom::Yan Bu Zhong Tong	Syndrome::Symptom	Disease::MESH:D005693	-0.044483654
TCMsymptom::Yan Hou Gan	Syndrome::Symptom	Disease::MESH:D005693	-0.169195846
TCMsymptom::Yan Hou Yang	Syndrome::Symptom	Disease::MESH:D005693	-0.05335889
TCMsymptom::Yan Tong	Syndrome::Symptom	Disease::MESH:D005693	-0.378097892
TCMsymptom::Yan Bian Ci Yang	Syndrome::Symptom	Disease::MESH:D005693	-0.109963246
TCMsymptom::Yan Jing Tong Yang	Syndrome::Symptom	Disease::MESH:D005693	-0.180419385
TCMsymptom::Yan Sheng Yi Mo	Syndrome::Symptom	Disease::MESH:D005693	-0.02762806
TCMsymptom::Yang	Syndrome::Symptom	Disease::MESH:D005693	-0.041776322
TCMsymptom::Tan Re Ke Sou	Syndrome::Symptom	Disease::MESH:D005693	-0.073957227
TCMsymptom::Mu Tong	Syndrome::Symptom	Disease::MESH:D005693	-0.115234293
TCMsymptom::Feng Re Yu Fei Yan Tong	Syndrome::Symptom	Disease::MESH:D005693	-0.218987375
TCMsymptom::Feng Zhen	Syndrome::Symptom	Disease::MESH:D005693	-0.153883532
TCMsymptom::Pi Fu Kui Yang	Syndrome::Symptom	Disease::MESH:D003924	-0.092204235
TCMsymptom::Chang Ming	Syndrome::Symptom	Disease::MESH:D003924	-0.283325225
TCMsymptom::Kou Sheng Chuang	Syndrome::Symptom	Disease::MESH:D003744	-0.349730372
TCMsymptom::Niao Re	Symptom::Disease	Disease::MESH:D003744	-0.122995943
TCMsymptom::Xiong Ge Pi Men	Symptom::Disease	Disease::MESH:D003744	-0.252628416
TCMsymptom::Zhi Ti Suan Zhong	Symptom::Disease	Disease::MESH:D003744	-0.047664192
TCMsymptom::Chang Feng Bian Xie	Syndrome::Symptom	Disease::MESH:D003744	-0.279846042
TCMsymptom::Kou Ke Xi Yin	Symptom::Disease	Disease::MESH:D003719	-0.127840087
TCMsymptom::Xie Lei Teng Tong	Syndrome::Symptom	Disease::MESH:D003719	-0.051208809
TCMsymptom::Xie Xie	Syndrome::Symptom	Disease::MESH:D003719	-0.134434238
TCMsymptom::Er Bian Bu Li	Symptom::Disease	Disease::MESH:D003719	-0.341351926
TCMsymptom::Lian Chuang Mi Lan	Syndrome::Symptom	Disease::MESH:D003550	-0.181303635
TCMsymptom::Da Bian Nong Xie	Symptom::Disease	Disease::MESH:D003324	-0.147057742
